"","idn","used","elkuid","migrant","migcode","year","daynight","Night","season","bioseason","utmx","utmy","elevgis","slope","northsl","flatslo","southsl","caspv","v23","celev","v25","hshade2","wetness","green","distdiv","landcov","landtype","totalshrub","totalforb","totalherb","ctotrisk","ctotrisk2","riskforage","for2","risk2","elkuidF"
"25160",26086,1,74,"Migrant",1,2004,"Day",0,"summer","s04",601634.5,5725384,2349,15.13,0,0,1,6,10,2,7,220,9.2,6,57.44,10,"Rock/Snow/Shadow",0,0,0,0.00117609,1.38e-06,0,0,1.38e-06,"74"
"25161",26729,1,104,"Migrant",1,2004,"Day",0,"summer","s04",584019.9,5750325,2140,10.21,0,0,1,4,10,3,8,183,9.61,5,57.57,8,"Shrubs",0,21,29,0.01,1e-04,0.29,841,1e-04,"104"
"25163",19656,1,94,"Migrant",1,2004,"Day",0,"summer","s04",601999.6,5734822,1679,2.13,1,0,0,4,10,1,4,186,13.52,6,62.35,7,"Herbaceous",135,34,53,0.21,0.0441,11.13,2809,0.0441,"94"
"25165",18273,1,73,"Migrant",1,2004,"Day",0,"summer","s04",547747,5707833,1939,29.02,1,0,0,3,10,5,11,72,8.08,9,5.05,3,"Closed Conifer",357,30,42,NA,NA,NA,1764,NA,"73"
"25167",25530,1,104,"Migrant",1,2004,"Day",0,"summer","s04",581330.2,5748867,2016,11.92,0,0,1,5,10,3,7,195,12.84,6,54.62,8,"Shrubs",0,29,42,0.02,4e-04,0.84,1764,4e-04,"104"
"25169",18335,1,93,"Migrant",1,2004,"Night",1,"summer","s04",586867.6,5704395,2097,3.32,0,1,0,7,10,2,7,175,13.01,9,34.24,1,"Open Conifer",321,31,42,0.01,1e-04,0.42,1764,1e-04,"93"
"25170",5421,1,42,"Migrant",1,2003,"Day",0,"summer","s03",604704.7,5721409,1983,25.45,0,0,1,8,10,3,7,142,9.15,8,58.4,8,"Shrubs",446,15,30,0.01,1e-04,0.3,900,1e-04,"42"
"25173",2944,1,5,"Migrant",1,2003,"Day",0,"summer","s03",548528.6,5714856,2043,14.75,0,0,1,3,10,3,14,209,11.39,7,7.53,3,"Closed Conifer",113,1,5,0.00107251,1.15e-06,0.0053625,25,1.15e-06,"5"
"25174",22411,1,74,"Migrant",1,2004,"Night",1,"summer","s04",586633.9,5707301,2105,1.21,1,0,0,7,10,2,6,182,20.62,9,36.39,1,"Open Conifer",445,29,42,0.01,1e-04,0.42,1764,1e-04,"74"
"25175",25808,1,94,"Migrant",1,2004,"Night",1,"summer","s04",597907.1,5737465,2232,13.26,0,0,1,9,10,3,7,176,10.32,8,60.53,15,"Alpine-Herbaceous",0,31,42,0.01,1e-04,0.42,1764,1e-04,"94"
"25177",17458,1,104,"Migrant",1,2004,"Night",1,"summer","s04",581415.8,5748515,1915,19.48,0,0,1,4,10,4,7,222,10.67,7,54.44,8,"Shrubs",311,46,69,0.01,1e-04,0.69,4761,1e-04,"104"
"25179",9411,1,42,"Migrant",1,2003,"Night",1,"summer","s03",603742.1,5732192,1733,1.81,1,0,0,6,10,2,5,182,10.25,8,62.5,7,"Herbaceous",127,13,28,0.18,0.0324,5.04,784,0.0324,"42"
"25182",9923,1,94,"Migrant",1,2004,"Day",0,"summer","s04",595089.3,5740559,2204,16.77,0,0,1,4,10,2,7,176,10.56,8,60.27,15,"Alpine-Herbaceous",33,13,17,0.02,4e-04,0.34,289,4e-04,"94"
"25184",26290,1,74,"Migrant",1,2004,"Night",1,"summer","s04",603053.5,5729700,1741,1.01,1,0,0,2,10,1,6,180,14.01,8,60.68,7,"Herbaceous",0,62,100,0.09,0.0081,9,10000,0.0081,"74"
"25187",23081,1,92,"Migrant",1,2004,"Night",1,"summer","s04",582805.2,5708893,1980,2.86,0,1,0,6,10,2,10,173,11.4,7,34.08,2,"Moderate Conifer",237,20,27,0.02,4e-04,0.54,729,4e-04,"92"
"25189",7748,1,42,"Migrant",1,2003,"Night",1,"summer","s03",605104.7,5721052,1873,9.52,0,0,1,4,10,3,7,187,8.58,9,58.35,8,"Shrubs",464,19,42,0.06,0.0036,2.52,1764,0.0036,"42"
"25191",18347,1,93,"Migrant",1,2004,"Night",1,"summer","s04",586668.4,5704428,2100,3.52,1,0,0,7,10,2,7,176,15.59,9,34.13,10,"Rock/Snow/Shadow",0,0,0,0.00586775,3.44e-05,0,0,3.44e-05,"93"
"25192",6627,1,42,"Migrant",1,2003,"Day",0,"summer","s03",605270.1,5721316,1886,25.94,0,0,1,6,10,5,7,139,7.52,7,58.67,8,"Shrubs",358,13,25,0.01,1e-04,0.25,625,1e-04,"42"
"25195",26500,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580270.1,5708964,2401,20.97,1,0,0,7,10,4,12,123,7.76,8,31.63,10,"Rock/Snow/Shadow",0,0,0,0.00332333,1.1e-05,0,0,1.1e-05,"92"
"25196",24007,1,74,"Migrant",1,2004,"Night",1,"summer","s04",590426.8,5717879,2388,20.73,0,0,1,6,10,3,7,228,8.87,9,44.16,13,"Burn-Grassland",65,26,31,0.06,0.0036,1.86,961,0.0036,"74"
"25198",24875,1,74,"Migrant",1,2004,"Night",1,"summer","s04",592375.4,5717515,2162,11.19,0,0,1,7,10,3,8,197,8.42,7,45.83,8,"Shrubs",320,45,63,0.34,0.1156,21.42,3969,0.1156,"74"
"25199",11123,1,74,"Migrant",1,2004,"Day",0,"summer","s04",585900.1,5710324,2099,19.23,0,0,1,4,10,3,5,186,10.05,6,37.43,12,"Burn-Forest",47,28,35,0.02,4e-04,0.7,1225,4e-04,"74"
"25200",27329,1,96,"Migrant",1,2004,"Day",0,"summer","s04",598112.9,5735403,1785,18.65,0,0,1,3,10,2,7,212,9.49,7,59.49,2,"Moderate Conifer",0,17,23,0.02,4e-04,0.46,529,4e-04,"96"
"25203",27479,1,92,"Migrant",1,2004,"Night",1,"summer","s04",593265.5,5716516,1928,20.27,0,0,1,4,10,3,6,220,9.59,7,46.29,13,"Burn-Grassland",0,15,20,0.12,0.0144,2.4,400,0.0144,"92"
"25206",26153,1,94,"Migrant",1,2004,"Night",1,"summer","s04",598462.8,5737036,2179,8.69,0,0,1,7,10,2,7,202,8.68,8,60.73,8,"Shrubs",0,64,88,0.11,0.0121,9.68,7744,0.0121,"94"
"25211",19558,1,94,"Migrant",1,2004,"Day",0,"summer","s04",597420.4,5733888,1683,4.58,0,1,0,4,9,2,4,168,9.32,6,58.05,2,"Moderate Conifer",153,20,27,0.06,0.0036,1.62,729,0.0036,"94"
"25212",6209,1,42,"Migrant",1,2003,"Day",0,"summer","s03",604983.1,5721415,1970,20.43,0,0,1,7,10,3,7,220,9.39,8,58.56,8,"Shrubs",293,11,22,0.02,4e-04,0.44,484,4e-04,"42"
"25213",23272,1,96,"Migrant",1,2004,"Day",0,"summer","s04",585000.3,5726405,1860,17.42,0,0,1,2,10,4,9,213,9.9,6,43.59,13,"Burn-Grassland",46,71,83,0.1,0.01,8.3,6889,0.01,"96"
"25214",24064,1,92,"Migrant",1,2004,"Day",0,"summer","s04",579595.6,5708634,2411,27.79,0,0,1,6,10,4,11,167,9.05,6,30.91,15,"Alpine-Herbaceous",0,11,14,0.00155277,2.41e-06,0.0217388,196,2.41e-06,"92"
"25223",6047,1,42,"Migrant",1,2003,"Day",0,"summer","s03",604903.9,5721151,1879,19.89,0,0,1,4,10,4,7,230,9.2,10,58.32,8,"Shrubs",468,22,50,0.02,4e-04,1,2500,4e-04,"42"
"25225",23902,1,94,"Migrant",1,2004,"Night",1,"summer","s04",602919.9,5729419,1745,3.81,0,1,0,2,10,1,6,171,10.2,7,60.41,1,"Open Conifer",355,41,54,0.02,4e-04,1.08,2916,4e-04,"94"
"25231",3411,1,2,"Migrant",1,2003,"Day",0,"summer","s03",599710.7,5733578,1629,0.95,1,0,0,1,10,1,3,182,13.09,9,59.77,7,"Herbaceous",257,17,46,0.23,0.0529,10.58,2116,0.0529,"2"
"25234",338,1,196,"Migrant",1,2002,"Night",1,"summer","s02",575891.8,5722850,1847,6.92,1,0,0,5,10,2,12,157,12.67,6,34.19,1,"Open Conifer",234,5,9,0.4,0.16,3.6,81,0.16,"196"
"25235",21673,1,59,"Migrant",1,2004,"Day",0,"summer","s04",574401.9,5739580,2280,19.82,1,0,0,5,10,4,11,109,8.92,7,43.23,16,"Alpine-Shrubs",190,52,62,0.00257256,6.62e-06,0.1594985,3844,6.62e-06,"59"
"25238",4049,1,42,"Migrant",1,2003,"Day",0,"summer","s03",597934,5732382,1614,2.43,0,1,0,3,10,2,3,175,13.13,8,57.63,7,"Herbaceous",192,13,34,0.12,0.0144,4.08,1156,0.0144,"42"
"25239",11526,1,56,"Migrant",1,2004,"Day",0,"summer","s04",598996.3,5731982,1583,1.06,1,0,0,1,10,1,5,183,13.67,7,58.31,7,"Herbaceous",202,42,71,0.13,0.0169,9.23,5041,0.0169,"56"
"25240",25376,1,96,"Migrant",1,2004,"Day",0,"summer","s04",582297.2,5726415,1888,7.21,0,0,1,2,10,2,10,189,10.47,7,41.43,12,"Burn-Forest",0,65,85,0.48,0.2304,40.8,7225,0.2304,"96"
"25241",7346,1,2,"Migrant",1,2003,"Day",0,"summer","s03",584110,5726072,1768,8.48,0,0,1,6,10,2,9,174,10.31,6,42.67,2,"Moderate Conifer",160,3,7,0.07,0.0049,0.49,49,0.0049,"2"
"25242",7409,1,2,"Migrant",1,2003,"Day",0,"summer","s03",582607.2,5725312,1774,7.78,0,0,1,5,10,2,6,181,10.73,7,41,12,"Burn-Forest",157,14,25,0.49,0.2401,12.25,625,0.2401,"2"
"25243",15487,1,94,"Migrant",1,2004,"Day",0,"summer","s04",599243.5,5734149,1635,2.13,1,0,0,2,9,1,6,186,15.86,9,59.71,8,"Shrubs",535,61,116,0.35,0.1225,40.6,13456,0.1225,"94"
"25244",11648,1,94,"Migrant",1,2004,"Day",0,"summer","s04",598266.4,5732781,1611,2.71,1,0,0,1,10,2,3,179,10.54,8,58.12,7,"Herbaceous",244,62,102,0.16,0.0256,16.32,10404,0.0256,"94"
"25246",16036,1,96,"Migrant",1,2004,"Day",0,"summer","s04",577319.5,5739037,2292,20.85,0,0,1,4,10,3,10,221,10.4,10,45.09,10,"Rock/Snow/Shadow",0,0,0,0.00067797,4.6e-07,0,0,4.6e-07,"96"
"25247",15602,1,104,"Migrant",1,2004,"Day",0,"summer","s04",586978.8,5748365,1613,3.19,0,1,0,1,10,2,7,176,10.78,5,58.48,8,"Shrubs",203,27,44,0.03,9e-04,1.32,1936,9e-04,"104"
"25248",20132,1,74,"Migrant",1,2004,"Day",0,"summer","s04",580225.5,5708966,2412,19.13,1,0,0,7,10,4,12,132,7.86,7,31.6,15,"Alpine-Herbaceous",34,18,24,0.00140473,1.97e-06,0.0337134,576,1.97e-06,"74"
"25250",18116,1,74,"Migrant",1,2004,"Day",0,"summer","s04",588032.8,5711675,2286,25.44,0,0,1,5,10,5,7,239,8.23,6,39.84,15,"Alpine-Herbaceous",0,18,24,0.00594954,3.54e-05,0.1427889,576,3.54e-05,"74"
"25251",27352,1,104,"Migrant",1,2004,"Night",1,"summer","s04",584181.1,5750647,2168,4.97,1,0,0,10,10,3,8,187,9.24,6,57.92,7,"Herbaceous",0,33,43,0.01,1e-04,0.43,1849,1e-04,"104"
"25253",17603,1,94,"Migrant",1,2004,"Night",1,"summer","s04",595233.9,5739180,2242,22.78,0,0,1,6,10,3,6,224,9.05,8,59.52,15,"Alpine-Herbaceous",63,32,43,0.01,1e-04,0.43,1849,1e-04,"94"
"25254",17258,1,94,"Migrant",1,2004,"Day",0,"summer","s04",597765.1,5737578,2281,15.48,0,0,1,10,10,3,6,172,9.18,8,60.48,15,"Alpine-Herbaceous",110,31,42,0.01,1e-04,0.42,1764,1e-04,"94"
"25255",6779,1,5,"Migrant",1,2003,"Night",1,"summer","s03",545292.4,5713102,1854,14.22,1,0,0,2,10,3,11,132,8.86,7,3.86,8,"Shrubs",288,6,16,0.00078722,6.2e-07,0.0125955,256,6.2e-07,"5"
"25257",15745,1,92,"Migrant",1,2004,"Day",0,"summer","s04",585530.3,5710057,2053,25.55,0,0,1,2,10,3,6,192,7.53,7,37.02,12,"Burn-Forest",95,57,73,0.01,1e-04,0.73,5329,1e-04,"92"
"25259",27096,1,92,"Migrant",1,2004,"Day",0,"summer","s04",581866.6,5708192,2093,8.39,1,0,0,6,10,4,9,155,8.71,7,32.99,2,"Moderate Conifer",0,0,0,0.01,1e-04,0,0,1e-04,"92"
"25261",21249,1,94,"Migrant",1,2004,"Day",0,"summer","s04",596862.5,5732100,1623,1.9,0,1,0,1,9,1,3,175,13.53,6,56.57,2,"Moderate Conifer",229,16,24,0.11,0.0121,2.64,576,0.0121,"94"
"25263",7591,1,2,"Migrant",1,2003,"Night",1,"summer","s03",592754.2,5730146,1618,1.9,0,1,0,6,10,1,7,175,11.99,7,52.07,8,"Shrubs",426,13,33,0.25,0.0625,8.25,1089,0.0625,"2"
"25264",23674,1,94,"Migrant",1,2004,"Day",0,"summer","s04",603313.4,5731393,1554,0.33,1,0,0,3,10,1,4,181,25.72,7,61.7,1,"Open Conifer",552,25,43,0.08,0.0064,3.44,1849,0.0064,"94"
"25265",5822,1,25,"Migrant",1,2003,"Day",0,"summer","s03",552312.6,5713443,2401,23.39,0,0,1,4,10,5,13,194,10.2,4,10.41,10,"Rock/Snow/Shadow",0,0,0,0.00017545,3.08e-08,0,0,3.08e-08,"25"
"25267",17823,1,59,"Migrant",1,2004,"Day",0,"summer","s04",576984.8,5739440,2387,30.41,0,0,1,5,10,4,9,226,9.41,9,45.08,10,"Rock/Snow/Shadow",0,0,0,0.00020937,4.38e-08,0,0,4.38e-08,"59"
"25268",11594,1,92,"Migrant",1,2004,"Night",1,"summer","s04",593566.3,5716699,1900,21.39,0,0,1,5,10,4,7,185,9.93,8,46.64,13,"Burn-Grassland",107,27,36,0.1,0.01,3.6,1296,0.01,"92"
"25271",8391,1,42,"Migrant",1,2003,"Day",0,"summer","s03",604715.9,5721317,1958,25.23,0,0,1,7,10,3,7,163,8.94,8,58.32,8,"Shrubs",372,14,27,0.01,1e-04,0.27,729,1e-04,"42"
"25272",13264,1,56,"Migrant",1,2004,"Day",0,"summer","s04",594275,5730504,1615,0,0,1,0,6,10,1,5,180,18.58,6,53.54,1,"Open Conifer",312,20,31,0.29,0.0841,8.99,961,0.0841,"56"
"25273",3330,1,2,"Migrant",1,2003,"Day",0,"summer","s03",599534.8,5734134,1638,2.13,1,0,0,2,10,1,6,186,12.98,8,59.92,7,"Herbaceous",249,17,45,0.2,0.04,9,2025,0.04,"2"
"25274",20962,1,104,"Migrant",1,2004,"Day",0,"summer","s04",593940.3,5734706,2250,22.07,1,0,0,4,9,3,9,111,9.78,8,55.71,16,"Alpine-Shrubs",247,72,87,0.01,1e-04,0.87,7569,1e-04,"104"
"25275",3798,1,2,"Migrant",1,2003,"Night",1,"summer","s03",598309.6,5732182,1589,3.1,1,0,0,3,10,2,4,177,12.65,7,57.82,7,"Herbaceous",96,10,26,0.3,0.09,7.8,676,0.09,"2"
"25278",24516,1,94,"Migrant",1,2004,"Day",0,"summer","s04",599449.2,5737418,2084,12.22,1,0,0,4,10,3,7,140,10.12,7,61.74,2,"Moderate Conifer",193,19,23,0.02,4e-04,0.46,529,4e-04,"94"
"25281",2218,1,29,"Migrant",1,2003,"Night",1,"summer","s03",582791.3,5724891,1730,0.75,0,1,0,7,10,1,8,179,14.46,7,40.9,10,"Rock/Snow/Shadow",0,0,0,0.14,0.0196,0,0,0.0196,"29"
"25282",26163,1,94,"Migrant",1,2004,"Night",1,"summer","s04",598293.4,5737176,2168,11.48,0,0,1,7,10,2,7,207,10.34,8,60.68,8,"Shrubs",0,54,75,0.07,0.0049,5.25,5625,0.0049,"94"
"25285",14769,1,59,"Migrant",1,2004,"Day",0,"summer","s04",575561.2,5740932,2395,27.21,0,0,1,1,10,4,10,242,9.66,7,44.98,10,"Rock/Snow/Shadow",0,0,0,0.00017419,3.03e-08,0,0,3.03e-08,"59"
"25287",8997,1,42,"Migrant",1,2003,"Night",1,"summer","s03",603067.5,5731400,1554,0,0,1,0,3,10,1,3,180,17.83,7,61.5,1,"Open Conifer",454,7,16,0.07,0.0049,1.12,256,0.0049,"42"
"25290",10998,1,74,"Migrant",1,2004,"Day",0,"summer","s04",585844.8,5710232,2080,20.72,0,0,1,2,10,3,5,188,10.07,7,37.35,12,"Burn-Forest",84,35,45,0.02,4e-04,0.9,2025,4e-04,"74"
"25295",18524,1,96,"Migrant",1,2004,"Night",1,"summer","s04",576903.4,5739822,2345,19.78,0,0,1,5,10,4,9,227,11.25,9,45.26,10,"Rock/Snow/Shadow",0,0,0,0.00040001,1.6e-07,0,0,1.6e-07,"96"
"25296",15838,1,92,"Migrant",1,2004,"Night",1,"summer","s04",586493.4,5709305,1956,10.67,1,0,0,3,10,2,5,177,10.77,9,37.77,1,"Open Conifer",361,40,56,0.01,1e-04,0.56,3136,1e-04,"92"
"25297",24602,1,93,"Migrant",1,2004,"Night",1,"summer","s04",601320.6,5717446,1946,18.86,0,0,1,4,10,3,11,170,8.97,9,53.19,8,"Shrubs",429,69,105,0.00367398,1.35e-05,0.3857683,11025,1.35e-05,"93"
"25298",9691,1,2,"Migrant",1,2003,"Day",0,"summer","s03",594682.7,5730240,1635,3.43,0,1,0,5,10,1,6,169,11.22,7,53.76,1,"Open Conifer",339,8,15,0.2,0.04,3,225,0.04,"2"
"25299",9210,1,42,"Migrant",1,2003,"Day",0,"summer","s03",607036.6,5720162,1808,16.13,0,0,1,6,10,3,6,176,9.98,7,58.88,1,"Open Conifer",321,9,15,0.01,1e-04,0.15,225,1e-04,"42"
"25303",8567,1,2,"Migrant",1,2003,"Day",0,"summer","s03",579337.4,5719524,2221,10.77,1,0,0,8,10,3,10,164,12.07,9,35.03,10,"Rock/Snow/Shadow",0,0,0,0.01,1e-04,0,0,1e-04,"2"
"25304",344,1,196,"Migrant",1,2002,"Day",0,"summer","s02",575904.9,5722835,1844,6.85,1,0,0,5,10,1,12,157,11.11,7,34.21,1,"Open Conifer",266,7,12,0.54,0.2916,6.48,144,0.2916,"196"
"25306",6181,1,2,"Migrant",1,2003,"Day",0,"summer","s03",580482.3,5718833,2267,14.56,1,0,0,8,10,3,9,129,10.71,8,35.65,10,"Rock/Snow/Shadow",0,0,0,0.01,1e-04,0,0,1e-04,"2"
"25308",3646,1,2,"Migrant",1,2003,"Night",1,"summer","s03",597573,5731187,1586,2.13,0,1,0,4,10,2,7,173,23.63,7,56.68,8,"Shrubs",391,5,17,0.08,0.0064,1.36,289,0.0064,"2"
"25310",8117,1,2,"Migrant",1,2003,"Day",0,"summer","s03",579076.2,5721425,2229,31,1,0,0,5,10,3,11,85,9.1,7,35.87,2,"Moderate Conifer",278,4,7,0.01,1e-04,0.07,49,1e-04,"2"
"25311",5357,1,42,"Migrant",1,2003,"Day",0,"summer","s03",604875.6,5721371,1939,20.41,0,0,1,7,10,3,7,226,10.27,8,58.46,8,"Shrubs",382,15,30,0.02,4e-04,0.6,900,4e-04,"42"
"25312",19852,1,104,"Migrant",1,2004,"Day",0,"summer","s04",584679.3,5750712,2190,0.75,0,1,0,8,10,2,8,178,11.13,6,58.31,7,"Herbaceous",130,41,53,0.01,1e-04,0.53,2809,1e-04,"104"
"25313",19423,1,93,"Migrant",1,2004,"Day",0,"summer","s04",596762.8,5709970,2266,11.58,1,0,0,9,10,2,7,142,9.77,8,44.49,1,"Open Conifer",0,0,0,0.01,1e-04,0,0,1e-04,"93"
"25314",9212,1,25,"Migrant",1,2003,"Day",0,"summer","s03",599107.4,5734627,1668,5.95,0,0,1,2,8,2,6,193,10.16,8,59.86,2,"Moderate Conifer",244,6,12,0.08,0.0064,0.96,144,0.0064,"25"
"25319",14667,1,92,"Migrant",1,2004,"Night",1,"summer","s04",585872.6,5709192,1932,7.82,1,0,0,5,10,2,5,166,12.57,8,37.13,1,"Open Conifer",369,33,46,0.03,9e-04,1.38,2116,9e-04,"92"
"25320",16431,1,96,"Migrant",1,2004,"Day",0,"summer","s04",577466.2,5739138,2346,22.42,0,0,1,4,10,4,10,235,12.36,6,45.26,15,"Alpine-Herbaceous",0,13,17,0.0012819,1.64e-06,0.0217924,289,1.64e-06,"96"
"25323",13059,1,92,"Migrant",1,2004,"Day",0,"summer","s04",586114.1,5709795,1936,11.79,0,0,1,4,10,2,5,186,9.06,7,37.5,12,"Burn-Forest",126,59,77,0.09,0.0081,6.93,5929,0.0081,"92"
"25324",26378,1,96,"Migrant",1,2004,"Day",0,"summer","s04",590740.7,5730536,1644,5.98,1,0,0,7,10,1,5,164,9.05,6,50.64,1,"Open Conifer",0,26,36,0.05,0.0025,1.8,1296,0.0025,"96"
"25325",12185,1,74,"Migrant",1,2004,"Day",0,"summer","s04",584153.8,5707618,2234,13.59,1,0,0,6,10,4,9,140,10.86,9,35.13,1,"Open Conifer",0,0,0,0.01,1e-04,0,0,1e-04,"74"
"25328",8023,1,2,"Migrant",1,2003,"Day",0,"summer","s03",579364.7,5722033,2114,13.42,1,0,0,7,10,2,9,140,9.33,8,36.46,2,"Moderate Conifer",298,6,10,0.09,0.0081,0.9,100,0.0081,"2"
"25329",24947,1,94,"Migrant",1,2004,"Night",1,"summer","s04",600967.6,5734831,1696,2.78,1,0,0,3,10,2,5,177,11.77,7,61.52,1,"Open Conifer",372,39,54,0.19,0.0361,10.26,2916,0.0361,"94"
"25330",23095,1,104,"Migrant",1,2004,"Night",1,"summer","s04",588612.8,5750235,1585,0,0,1,0,1,10,1,7,180,17.44,6,60.92,1,"Open Conifer",403,27,41,0.00675574,4.56e-05,0.2769853,1681,4.56e-05,"104"
"25331",10447,1,92,"Migrant",1,2004,"Day",0,"summer","s04",590476.4,5713560,1853,9.71,1,0,0,3,10,2,9,164,9.66,6,42.7,12,"Burn-Forest",72,28,37,0.35,0.1225,12.95,1369,0.1225,"92"
"25333",8208,1,42,"Migrant",1,2003,"Night",1,"summer","s03",604903.8,5721228,1898,21.17,0,0,1,7,10,4,7,231,9.13,10,58.36,8,"Shrubs",439,21,47,0.02,4e-04,0.94,2209,4e-04,"42"
"25336",26901,1,92,"Migrant",1,2004,"Night",1,"summer","s04",581846.7,5708360,2053,18.28,1,0,0,6,10,4,10,114,10.61,6,33.02,8,"Shrubs",0,25,37,0.01,1e-04,0.37,1369,1e-04,"92"
"25337",3390,1,42,"Migrant",1,2003,"Day",0,"summer","s03",602494.3,5732399,1647,12.95,0,0,1,4,10,2,3,216,11.04,8,61.5,8,"Shrubs",452,18,47,0.07,0.0049,3.29,2209,0.0049,"42"
"25338",3766,1,2,"Migrant",1,2003,"Day",0,"summer","s03",599414.8,5731776,1577,0.95,0,1,0,2,10,1,5,178,13.53,7,58.55,10,"Rock/Snow/Shadow",0,0,0,0.05,0.0025,0,0,0.0025,"2"
"25339",21688,1,92,"Migrant",1,2004,"Day",0,"summer","s04",584203.3,5706706,2473,34.94,1,0,0,6,10,4,10,53,8.77,2,34.52,10,"Rock/Snow/Shadow",0,0,0,0.00020905,4.37e-08,0,0,4.37e-08,"92"
"25340",8546,1,42,"Migrant",1,2003,"Night",1,"summer","s03",604330.2,5721482,2110,18,0,0,1,10,10,3,7,167,8.61,6,58.23,12,"Burn-Forest",3,11,17,0.02,4e-04,0.34,289,4e-04,"42"
"25341",26493,1,94,"Migrant",1,2004,"Day",0,"summer","s04",598768.6,5736373,2041,16.79,0,0,1,4,10,3,8,213,10.39,6,60.59,2,"Moderate Conifer",0,13,16,0.02,4e-04,0.32,256,4e-04,"94"
"25342",15308,1,56,"Migrant",1,2004,"Day",0,"summer","s04",571924.8,5715710,2016,25.31,1,0,0,2,10,5,10,123,9.34,7,26.74,2,"Moderate Conifer",199,16,21,0.0026677,7.12e-06,0.0560216,441,7.12e-06,"56"
"25343",11943,1,56,"Migrant",1,2004,"Night",1,"summer","s04",598658,5731658,1578,0,0,1,0,1,10,1,6,180,17.49,6,57.85,1,"Open Conifer",320,22,32,0.15,0.0225,4.8,1024,0.0225,"56"
"25345",6685,1,42,"Migrant",1,2003,"Night",1,"summer","s03",605466.8,5720152,1618,6.91,0,0,1,4,10,2,7,189,11.39,9,57.87,8,"Shrubs",481,17,45,0.03,9e-04,1.35,2025,9e-04,"42"
"25351",16646,1,104,"Migrant",1,2004,"Night",1,"summer","s04",581445.8,5747454,1671,1.9,0,1,0,5,10,1,6,175,11.81,7,53.71,1,"Open Conifer",394,38,54,0.02,4e-04,1.08,2916,4e-04,"104"
"25353",4517,1,25,"Migrant",1,2003,"Day",0,"summer","s03",558516.3,5711723,1781,0.75,1,0,0,3,10,1,7,181,11.82,7,13.87,1,"Open Conifer",395,5,11,0.05,0.0025,0.55,121,0.0025,"25"
"25355",18442,1,94,"Migrant",1,2004,"Day",0,"summer","s04",602085.9,5733442,1662,2.71,0,1,0,1,10,1,3,175,12.04,9,61.69,7,"Herbaceous",348,80,134,0.18,0.0324,24.12,17956,0.0324,"94"
"25357",4990,1,2,"Migrant",1,2003,"Day",0,"summer","s03",580333.4,5719520,2303,29.37,1,0,0,5,10,4,9,81,8.47,8,35.87,15,"Alpine-Herbaceous",107,3,6,0.01,1e-04,0.06,36,1e-04,"2"
"25358",13256,1,92,"Migrant",1,2004,"Day",0,"summer","s04",580551.9,5708345,2134,7.06,1,0,0,9,10,2,10,158,12.6,8,31.77,7,"Herbaceous",171,30,44,0.01,1e-04,0.44,1936,1e-04,"92"
"25359",16806,1,104,"Migrant",1,2004,"Night",1,"summer","s04",580705,5746358,1657,0.95,0,1,0,4,10,1,4,178,12.97,4,52.45,10,"Rock/Snow/Shadow",0,0,0,0.01,1e-04,0,0,1e-04,"104"
"25363",24603,1,104,"Migrant",1,2004,"Night",1,"summer","s04",577064.5,5746840,1715,3.93,1,0,0,3,10,1,9,186,9.48,6,50.16,8,"Shrubs",227,32,51,0.1,0.01,5.1,2601,0.01,"104"
"25366",25082,1,104,"Migrant",1,2004,"Night",1,"summer","s04",581444.6,5746274,1648,4.39,0,1,0,4,10,1,4,168,11.16,5,52.92,1,"Open Conifer",247,25,33,0.01,1e-04,0.33,1089,1e-04,"104"
"25367",7166,1,25,"Migrant",1,2003,"Day",0,"summer","s03",552789.8,5713687,2359,35.93,0,0,1,5,10,5,14,164,10.95,8,10.94,10,"Rock/Snow/Shadow",0,0,0,NA,NA,NA,0,NA,"25"
"25370",24189,1,96,"Migrant",1,2004,"Day",0,"summer","s04",584283.1,5724821,1715,2.16,0,1,0,5,10,1,6,174,11.46,6,42.09,10,"Rock/Snow/Shadow",0,0,0,0.09,0.0081,0,0,0.0081,"96"
"25371",21547,1,92,"Migrant",1,2004,"Day",0,"summer","s04",581245.8,5706348,2531,19.37,0,0,1,5,10,4,10,216,8.54,7,32.03,10,"Rock/Snow/Shadow",0,0,0,0.00035464,1.26e-07,0,0,1.26e-07,"92"
"25373",18357,1,74,"Migrant",1,2004,"Night",1,"summer","s04",585939.3,5712941,2003,7.43,0,0,1,8,10,2,7,171,12.09,7,38.21,1,"Open Conifer",392,35,46,0.04,0.0016,1.84,2116,0.0016,"74"
"25375",10802,1,74,"Migrant",1,2004,"Day",0,"summer","s04",585969.3,5710563,2158,14.35,0,0,1,7,10,2,6,180,9.77,7,37.55,12,"Burn-Forest",90,37,46,0.04,0.0016,1.84,2116,0.0016,"74"
"25377",4806,1,25,"Migrant",1,2003,"Day",0,"summer","s03",557646.8,5711939,1868,7.54,1,0,0,2,10,2,8,166,12.35,7,13.47,2,"Moderate Conifer",192,3,6,0.01,1e-04,0.06,36,1e-04,"25"
"25379",14930,1,104,"Migrant",1,2004,"Day",0,"summer","s04",580207.2,5746540,1660,1.01,1,0,0,2,10,1,6,180,13.14,5,52.2,1,"Open Conifer",246,21,30,0.05,0.0025,1.5,900,0.0025,"104"
